security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,category_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,min_trade_value,expiration_days_out,otm_range,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,number_of_bins,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,8. p75_trade_value,12300.0,19422.0,O:AEVA250620C00015000,AEVA,C,15.0,2025-06-20,209,0,304,1.4,1747857528643000000,97,13579.999999999998,2025-05-21,3000.0,30,True,Automatic Execution,Auto-Tires-Trucks,Automotive - Original Equipment,14.84,14.9584,13.84,14.2,6,4.1328997699444825,20,3,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,8. p75_trade_value,12300.0,19422.0,O:AEVA250620C00015000,AEVA,C,15.0,2025-06-20,209,0,323,1.4,1747857528643000000,96,13439.999999999998,2025-05-21,3000.0,30,True,Automatic Execution,Auto-Tires-Trucks,Automotive - Original Equipment,14.84,14.9584,13.84,14.2,7,4.128399268717806,20,4,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,8. p75_trade_value,12300.0,19422.0,O:AEVA250620C00015000,AEVA,C,15.0,2025-06-20,209,0,302,1.4,1747857528643000000,93,13019.999999999998,2025-05-21,3000.0,30,True,Automatic Execution,Auto-Tires-Trucks,Automotive - Original Equipment,14.84,14.9584,13.84,14.2,8,4.114610984232173,20,4,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,7. p90_trade_value,19500.0,50500.0,O:AEVA250620C00020000,AEVA,C,20.0,2025-06-20,227,0,312,0.78,1748874016462000000,250,19500.0,2025-06-02,3000.0,30,True,Single Leg Auction Non ISO,Auto-Tires-Trucks,Automotive - Original Equipment,17.99,18.0,16.6,17.32,4,4.290034611362518,20,2,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,8. p75_trade_value,12300.0,19422.0,O:AEVA250620C00020000,AEVA,C,20.0,2025-06-20,227,0,312,0.78,1748874016462000000,249,19422.0,2025-06-02,3000.0,30,True,Single Leg Auction Non ISO,Auto-Tires-Trucks,Automotive - Original Equipment,17.99,18.0,16.6,17.32,5,4.288293949786217,20,3,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,7. p90_trade_value,19500.0,50500.0,O:AEVA250620C00020000,AEVA,C,20.0,2025-06-20,209,0,308,1.0,1748959438299000000,505,50500.0,2025-06-03,3000.0,30,True,Automatic Execution,Auto-Tires-Trucks,Automotive - Original Equipment,17.535,19.78,16.965,19.71,3,4.703291378118661,20,2,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,8. p75_trade_value,12300.0,19422.0,O:AEVA250620C00022500,AEVA,C,22.5,2025-06-20,227,0,323,1.23,1749136862241000000,100,12300.0,2025-06-05,3000.0,30,True,Single Leg Auction Non ISO,Auto-Tires-Trucks,Automotive - Original Equipment,20.81,20.99,18.75,19.05,9,4.089905111439398,20,5,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,6. p95_trade_value,65000.0,65000.0,O:AEVA250620C00022500,AEVA,C,22.5,2025-06-20,209,0,320,1.3,1749134669742000000,500,65000.0,2025-06-05,3000.0,30,True,Automatic Execution,Auto-Tires-Trucks,Automotive - Original Equipment,20.81,20.99,18.75,19.05,2,4.812913356642856,20,1,1,0,0,0
AEVA,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,1. p999999_trade_value,69859.99999999999,69859.99999999999,O:AEVA250620C00022500,AEVA,C,22.5,2025-06-20,209,0,320,1.4,1749479080290000000,499,69859.99999999999,2025-06-09,3000.0,30,True,Automatic Execution,Auto-Tires-Trucks,Automotive - Original Equipment,21.46,21.85,20.6341,21.78,1,4.8442285813016275,20,1,1,0,0,0
ALSN,Auto-Tires-Trucks,Automotive - Original Equipment,15__0,15,0.0,1. p999999_trade_value,60000.0,60000.0,O:ALSN241018C00100000,ALSN,C,100.0,2024-10-18,229,0,302,0.6,1727366481233000000,1000,60000.0,2024-09-26,3000.0,30,True,Single Leg Cross Non ISO,Auto-Tires-Trucks,Automotive - Original Equipment,94.22,96.38,94.195,95.89,1,4.778151250383644,20,1,1,1,1,0
