security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AGL,Medical,Medical Services,0.65,13894.999999999998,8. p75_trade_value,3.0,11,10__0,10,0.0,17990.0,38995.0,55799.0,59579.9,59957.99,59995.8,59999.58
ALHC,Medical,Medical Services,0.65,160310.0,6. p95_trade_value,4.0,70,20__1,20,1.0,136085.6,157247.3,266164.6,434244.46,451052.45,452733.24,452901.32
AMN,Medical,Medical Services,0.65,,,,52,15__0,15,0.0,11094.0,16799.4,30192.19,36724.22,37377.42,37442.74,37449.27
ARDT,Medical,Medical Services,0.65,,,,6,10__0,10,0.0,30855.0,32332.5,33514.5,33780.45,33807.05,33809.7,33809.97
AVTR,Medical,Medical Services,0.65,429795.0,1. p999999_trade_value,1.0,196,25__2,25,2.0,20405.0,66730.0,242484.0,405362.48,427351.75,429550.67,429770.57
BDSX,Medical,Medical Services,0.65,,,,7,10__0,10,0.0,9960.0,10680.0,11256.0,11385.6,11398.56,11399.86,11399.99
BLCO,Medical,Medical Services,0.65,,,,28,15__0,15,0.0,16142.5,21978.75,25760.76,26346.88,26405.49,26411.35,26411.93
BTSG,Medical,Medical Services,0.65,49500.0,8. p75_trade_value,2.0,8,10__0,10,0.0,51150.0,53075.0,54615.0,54961.5,54996.15,54999.62,54999.96
CDNA,Medical,Medical Services,0.65,,,,33,15__0,15,0.0,12390.0,13970.0,20140.0,22264.0,22476.4,22497.64,22499.76
CMPS,Medical,Medical Services,0.65,,,,8,10__0,10,0.0,6484.5,8799.75,10651.95,11068.7,11110.37,11114.54,11114.95
COR,Medical,Medical Services,0.65,,,,881,30__2,30,2.0,10292.0,15736.0,68350.0,167508.0,180100.8,181360.08,181486.01
CRL,Medical,Medical Services,0.65,7400.0,8. p75_trade_value,119.0,473,25__0,25,0.0,13200.0,22000.0,77600.0,493719.24,535011.92,539141.19,539554.12
CVS,Medical,Medical Services,0.65,,,,6329,40__3,40,3.0,14263.0,23172.0,84813.8,337208.25,700196.0,731519.6,734651.96
DCGO,Medical,Medical Services,0.65,,,,5,5__0,5,0.0,5716.0,6358.0,6871.6,6987.16,6998.72,6999.87,6999.99
DHR,Medical,Medical Services,0.65,381468.0,4. p999_trade_value,3.0,2673,35__0,35,0.0,15227.6,26250.0,93037.28,380145.5,538225.2,576042.12,579823.81
DOCS,Medical,Medical Services,0.65,190000.0,4. p999_trade_value,2.0,1617,30__2,30,2.0,15205.2,21636.0,51378.0,174600.0,280874.18,296638.42,298214.84
ELV,Medical,Medical Services,0.65,16650.0,7. p90_trade_value,238.0,2372,35__2,35,2.0,16641.0,27245.0,127308.7,449429.6,559681.16,570220.92,571274.89
ESTA,Medical,Medical Services,0.65,,,,152,20__2,20,2.0,22383.0,53046.0,304501.06,500457.98,522388.3,524581.33,524800.63
GDRX,Medical,Medical Services,0.65,,,,2,5__3,5,3.0,26697.6,27940.8,28935.36,29159.14,29181.51,29183.75,29183.98
HQY,Medical,Medical Services,0.65,80000.0,1. p999999_trade_value,1.0,181,25__0,25,0.0,10000.0,14490.0,24994.4,73016.0,79301.6,79930.16,79993.02
ICLR,Medical,Medical Services,0.65,766800.0,1. p999999_trade_value,1.0,281,25__0,25,0.0,17940.0,24500.0,160000.0,621648.0,752284.8,765348.48,766654.85
LFMD,Medical,Medical Services,0.65,7530.0,8. p75_trade_value,29.0,113,20__0,20,0.0,13673.0,28650.0,40301.2,119962.0,128996.2,129899.62,129989.96
LH,Medical,Medical Services,0.65,500000.0,1. p999999_trade_value,1.0,111,20__2,20,2.0,18232.0,48100.0,256830.0,474007.0,497400.7,499740.07,499974.01
MEDP,Medical,Medical Services,0.65,540000.0,1. p999999_trade_value,1.0,620,30__1,30,1.0,27104.0,45296.5,140951.2,434522.4,529452.24,538945.22,539894.52
MODV,Medical,Medical Services,0.65,,,,17,10__0,10,0.0,9284.8,11049.8,16069.96,17199.5,17312.45,17323.74,17324.87
NTRA,Medical,Medical Services,0.65,,,,2603,35__0,35,0.0,15660.0,21440.0,75828.1,284918.84,818881.48,932838.15,944233.81
OGN,Medical,Medical Services,0.65,130000.0,1. p999999_trade_value,1.0,42,15__0,15,0.0,10113.9,15247.0,83292.8,125329.28,129532.93,129953.29,129995.33
PACS,Medical,Medical Services,0.65,,,,213,25__0,25,0.0,14826.0,22500.0,42916.8,58100.64,60062.06,60258.21,60277.82
PGNY,Medical,Medical Services,0.65,36000.0,1. p999999_trade_value,1.0,58,20__0,20,0.0,12975.0,17085.5,27244.8,35124.48,35912.45,35991.24,35999.12
PINC,Medical,Medical Services,0.65,,,,21,15__0,15,0.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0
RVTY,Medical,Medical Services,0.65,52030.00000000001,6. p95_trade_value,3.0,60,20__2,20,2.0,12422.1,45351.5,168918.25,317239.83,332071.98,333555.2,333703.52
SGRY,Medical,Medical Services,0.65,,,,69,20__0,20,0.0,12635.0,31500.0,72838.0,106283.8,109628.38,109962.84,109996.28
SHC,Medical,Medical Services,0.65,28800.0,1. p999999_trade_value,1.0,2,5__3,5,3.0,26705.0,27752.5,28590.5,28779.05,28797.91,28799.79,28799.98
SKIN,Medical,Medical Services,0.65,,,,1,0__2,0,2.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0
SOLV,Medical,Medical Services,0.65,350000.0,1. p999999_trade_value,1.0,167,20__2,20,2.0,9840.0,13850.0,92672.0,318875.0,346887.5,349688.75,349968.87
TDOC,Medical,Medical Services,0.65,,,,742,30__2,30,2.0,9943.8,13014.0,30532.5,55134.68,55481.47,55516.15,55519.61
VTRS,Medical,Medical Services,0.65,77952.0,1. p999999_trade_value,1.0,45,15__0,15,0.0,27740.8,51966.4,67413.12,76898.11,77846.61,77941.46,77950.95
WGS,Medical,Medical Services,0.65,,,,2336,35__2,35,2.0,17715.5,30593.75,69912.5,425661.6,960915.0,1068091.5,1078809.15
