security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACN,Computer and Technology,Computers - IT Services,0.55,,,,4048,35__0,35,2,0.0,13960.8,19925.5,52967.7,240813.85,671906.0,679190.6,679919.06
AI,Computer and Technology,Computers - IT Services,0.55,,,,7857,40__2,40,2,2.0,18421.8,39200.0,325000.0,1248621.12,2362375.52,2453972.55,2463132.26
ASGN,Computer and Technology,Computers - IT Services,0.55,30000.0,1. p999999_trade_value,1.0,11,10__0,10,3,0.0,22500.0,26250.0,29250.0,29925.0,29992.5,29999.25,29999.93
BBAI,Computer and Technology,Computers - IT Services,0.55,,,,2835,35__0,35,2,0.0,13048.8,19960.0,48467.8,102896.54,168576.97,183357.7,184835.77
BZUN,Computer and Technology,Computers - IT Services,0.55,,,,8,10__0,10,3,0.0,15841.5,20095.75,23499.15,24264.92,24341.49,24349.15,24349.91
CDW,Computer and Technology,Computers - IT Services,0.55,,,,246,25__0,25,2,0.0,9090.0,12825.0,23357.5,382215.25,397771.53,399327.15,399482.72
CRNC,Computer and Technology,Computers - IT Services,0.55,97200.00000000001,1. p999999_trade_value,1.0,425,25__0,25,2,0.0,13364.0,19060.0,33846.8,82402.4,95720.24,97052.02,97185.2
CSGP,Computer and Technology,Computers - IT Services,0.55,386880.0,1. p999999_trade_value,1.0,415,25__0,25,2,0.0,13095.0,18536.5,61577.4,288314.88,377023.49,385894.35,386781.43
CTSH,Computer and Technology,Computers - IT Services,0.55,9450.0,8. p75_trade_value,99.0,392,25__0,25,2,0.0,21009.0,29650.5,131507.05,224706.0,236670.6,237867.06,237986.71
DAVA,Computer and Technology,Computers - IT Services,0.55,,,,29,15__0,15,3,0.0,20125.0,21570.0,23460.0,23901.0,23945.1,23949.51,23949.95
DOX,Computer and Technology,Computers - IT Services,0.55,45000.0,1. p999999_trade_value,1.0,9,10__0,10,3,0.0,21400.0,33200.0,42640.0,44764.0,44976.4,44997.64,44999.76
DT,Computer and Technology,Computers - IT Services,0.55,,,,504,25__1,25,2,1.0,20379.0,54929.95,252630.0,10918600.0,10918600.0,10918600.0,10918600.0
DXC,Computer and Technology,Computers - IT Services,0.55,,,,18,15__0,15,3,0.0,10106.0,20193.75,56658.75,64863.38,65683.84,65765.88,65774.09
EPAM,Computer and Technology,Computers - IT Services,0.55,9600.0,8. p75_trade_value,66.0,264,25__0,25,2,0.0,18150.0,43200.0,68952.0,85642.56,86324.26,86392.43,86399.24
EVLV,Computer and Technology,Computers - IT Services,0.55,17988.0,6. p95_trade_value,2.0,24,15__0,15,3,0.0,13409.0,17389.8,19537.24,19953.72,19995.37,19999.54,19999.95
FICO,Computer and Technology,Computers - IT Services,0.55,55000.0,5. p99_trade_value,41.0,4032,35__0,35,2,0.0,16371.6,23290.0,54969.0,149383.47,216000.0,216000.0,216000.0
G,Computer and Technology,Computers - IT Services,0.55,3569.9999999999995,2. p99999_trade_value,1.0,3,5__0,5,3,0.0,3490.8,3530.4,3562.08,3569.21,3569.92,3569.99,3570.0
GDYN,Computer and Technology,Computers - IT Services,0.55,6750.0,8. p75_trade_value,2.0,5,5__0,5,3,0.0,7668.0,7974.0,8218.8,8273.88,8279.39,8279.94,8279.99
INFY,Computer and Technology,Computers - IT Services,0.55,,,,153,20__0,20,2,0.0,10272.0,15360.0,24796.0,32989.92,34294.99,34425.5,34438.55
JKHY,Computer and Technology,Computers - IT Services,0.55,4248.0,8. p75_trade_value,5.0,18,15__0,15,3,0.0,7193.0,12145.2,15523.44,16283.54,16359.55,16367.16,16367.92
LDOS,Computer and Technology,Computers - IT Services,0.55,18060.0,6. p95_trade_value,15.0,300,25__0,25,2,0.0,11526.0,18003.0,37509.4,84350.05,101855.01,103605.5,103780.55
NOW,Computer and Technology,Computers - IT Services,0.55,,,,28202,45__1,45,1,1.0,17504.9,27439.15,70278.7,237615.98,587810.32,1230672.59,1401067.26
NTNX,Computer and Technology,Computers - IT Services,0.55,,,,722,30__0,30,2,0.0,16783.8,28959.0,169274.0,846821.93,1538335.19,1607486.52,1614401.65
ROP,Computer and Technology,Computers - IT Services,0.55,,,,52,15__0,15,3,0.0,7270.0,21395.0,82747.85,127943.28,132462.83,132914.78,132959.98
SAIC,Computer and Technology,Computers - IT Services,0.55,,,,73,20__0,20,2,0.0,22116.0,26744.4,71755.2,121223.52,126170.35,126665.04,126714.5
SERV,Computer and Technology,Computers - IT Services,0.55,7740.000000000001,8. p75_trade_value,297.0,1186,30__2,30,2,2.0,12260.0,17450.0,34556.25,91855.0,162875.5,171087.55,171908.75
SOUN,Computer and Technology,Computers - IT Services,0.55,,,,12729,40__3,40,2,3.0,14700.0,22730.0,61284.6,178082.08,1116430.4,1776886.16,1851688.62
