security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACHC,Medical,Medical - Hospital,0.55,,,,178,25__1,25,1.0,16824.4,34262.0,101304.4,193904.16,198670.42,199147.04,199194.7
ACLX,Medical,Medical - Biomedical and Genetics,0.55,,,,223,25__0,25,0.0,42860.0,168000.0,240000.0,448940.0,494894.0,499489.4,499948.94
ADMA,Medical,Medical - Biomedical and Genetics,0.55,396795.0,5. p99_trade_value,4.0,313,25__0,25,0.0,21000.0,50000.0,388766.4,660559.58,668574.46,669375.95,669456.09
AKRO,Medical,Medical - Biomedical and Genetics,0.55,683530.0,1. p999999_trade_value,1.0,394,25__1,25,1.0,17129.2,20500.0,46448.4,463566.33,661533.63,681330.36,683310.04
ALC,Medical,Medical - Instruments,0.55,95000.0,6. p95_trade_value,13.0,252,25__0,25,0.0,42860.5,87300.0,221115.0,337051.3,342405.13,342940.51,342994.05
ALT,Medical,Medical - Drugs,0.55,44800.0,5. p99_trade_value,6.0,518,25__1,25,1.0,12036.0,17313.25,44290.0,298118.7,460461.87,476696.19,478319.62
ANAB,Medical,Medical - Biomedical and Genetics,0.55,202390.0,5. p99_trade_value,4.0,302,25__0,25,0.0,29708.0,45091.5,202245.95,695970.0,704097.0,704909.7,704990.97
APLS,Medical,Medical - Biomedical and Genetics,0.55,,,,288,25__1,25,1.0,13581.5,22925.0,76300.0,455489.58,468346.46,469632.15,469760.71
APLT,Medical,Medical - Biomedical and Genetics,0.55,525000.0,1. p999999_trade_value,1.0,201,25__1,25,1.0,21250.0,40800.0,200000.0,501000.0,522600.0,524760.0,524976.0
ARVN,Medical,Medical - Biomedical and Genetics,0.55,503470.00000000006,1. p999999_trade_value,1.0,338,25__0,25,0.0,66500.0,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09
BAX,Medical,Medical - Products,0.55,,,,336,25__1,25,1.0,20000.0,38166.25,133000.0,257238.8,291223.88,294622.39,294962.24
BBIO,Medical,Medical - Generic Drugs,0.55,,,,485,25__1,25,1.0,17400.0,27480.0,97384.84,175800.0,197580.0,199758.0,199975.8
