security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
CIEN,Computer and Technology,Communication - Components,0.55,,,,1154,30__2,30,2,2.0,16086.4,25126.0,98724.0,217439.42,373418.18,391464.82,393269.48
COMM,Computer and Technology,Communication - Infrastructure,0.55,,,,96,20__0,20,2,0.0,10170.0,17882.5,28147.7,35187.77,35891.78,35962.18,35969.22
FYBR,Computer and Technology,Communication - Network Software,0.55,,,,151,20__1,20,2,1.0,65000.0,122475.0,373147.5,699944.25,744994.43,749499.44,749949.94
GLW,Computer and Technology,Communication - Components,0.55,,,,1020,30__0,30,2,0.0,19521.2,38501.45,141209.8,808721.9,880871.42,887087.34,887708.93
LITE,Computer and Technology,Communication - Components,0.55,9430.0,8. p75_trade_value,225.0,899,30__0,30,2,0.0,19040.0,33243.0,127295.7,400980.0,1201098.0,1281109.8,1289110.98
ONDS,Computer and Technology,Communication - Network Software,0.55,24290.000000000004,6. p95_trade_value,4.0,75,20__0,20,2,0.0,11754.0,21280.0,26435.5,27551.05,27662.6,27673.76,27674.88
