security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,category_minimum,categiry_maximum,option_ticker,security_1,option_type,strike_price,expiration,conditions,correction,exchange,price,sip_timestamp,size,trade_value,data_date,option_condition_name,sector_1,industry_1,securty_open,security_high,security_low,security_close,trade_rank,trade_value_log10,trade_value_bin,itm,itm_expiration_day,itm_expriation_close,otm
ABR,Finance,REIT and Equity Trust,25__2,25,2.0,1. p999999_trade_value,315000.0,315000.0,O:ABR250221C00014000,ABR,C,14.0,2025-02-21,235,0,313,0.21,1738178029967000000,15000,315000.0,2025-01-29,Multi Leg floor trade,Finance,REIT and Equity Trust,13.36,13.48,13.19,13.38,1,5.498310553789601,1,1,1,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,7. p90_trade_value,7200.0,7200.0,O:ACIC241115C00013000,ACIC,C,13.0,2024-11-15,227,0,300,0.8,1729799652111000000,90,7200.0,2024-10-24,Single Leg Auction Non ISO,Finance,Insurance - Property and Casualty,10.95,12.73,10.95,12.65,2,3.8573324964312685,2,1,1,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,8. p75_trade_value,4990.000000000001,5700.0,O:ACIC241220C00015000,ACIC,C,15.0,2024-12-20,209,0,304,0.4,1732559207562000000,131,5240.000000000001,2024-11-25,Automatic Execution,Finance,Insurance - Property and Casualty,13.55,13.91,13.45,13.57,4,3.719331286983727,4,1,0,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,8. p75_trade_value,4990.000000000001,5700.0,O:ACIC250117P00012000,ACIC,P,12.0,2025-01-17,227,0,323,0.38,1734725220206000000,150,5700.0,2024-12-20,Single Leg Auction Non ISO,Finance,Insurance - Property and Casualty,12.85,13.3,12.78,13.13,3,3.7558748556724915,3,1,0,0,0
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,8. p75_trade_value,4990.000000000001,5700.0,O:ACIC250221P00012500,ACIC,P,12.5,2025-02-21,233,0,302,0.1,1739997710163000000,499,4990.000000000001,2025-02-19,Multi Leg Auction,Finance,Insurance - Property and Casualty,12.76,13.5,12.69,13.38,5,3.69810054562339,5,0,0,0,1
ACIC,Finance,Insurance - Property and Casualty,10__0,10,0.0,1. p999999_trade_value,7350.0,7350.0,O:ACIC250321P00012000,ACIC,P,12.0,2025-03-21,209,0,318,0.7,1740079321608000000,105,7350.0,2025-02-20,Automatic Execution,Finance,Insurance - Property and Casualty,13.28,13.4482,12.6,12.7,1,3.8662873390841948,1,1,1,1,0
AFG,Finance,Insurance - Property and Casualty,0__2,0,2.0,1. p999999_trade_value,3750.0,3750.0,O:AFG250117C00131000,AFG,C,131.0,2025-01-17,209,0,308,0.5,1736531803554000000,75,3750.0,2025-01-10,Automatic Execution,Finance,Insurance - Property and Casualty,129.79,130.8163,127.6,129.86,1,3.574031267727719,1,1,1,1,0
AFL,Finance,Insurance - Accident and Health,25__0,25,0.0,5. p99_trade_value,136375.0,150000.0,O:AFL241220P00105000,AFL,P,105.0,2024-12-20,229,0,313,0.6,1733506045531000000,2500,150000.0,2024-12-06,Single Leg Cross Non ISO,Finance,Insurance - Accident and Health,107.77,108.35,107.09,107.31,2,5.176091259055681,1,1,1,1,0
AFL,Finance,Insurance - Accident and Health,25__0,25,0.0,5. p99_trade_value,136375.0,150000.0,O:AFL250417C00110000,AFL,C,110.0,2025-04-17,227,0,308,1.25,1742586291396000000,1091,136375.0,2025-03-21,Single Leg Auction Non ISO,Finance,Insurance - Accident and Health,108.56,108.8175,107.2301,108.24,3,5.1347347635963985,1,1,0,0,0
AFL,Finance,Insurance - Accident and Health,25__0,25,0.0,1. p999999_trade_value,182025.0,182025.0,O:AFL250516C00110000,AFL,C,110.0,2025-05-16,228,0,308,2.25,1744919070000000000,809,182025.0,2025-04-17,Single Leg Auction ISO,Finance,Insurance - Accident and Health,107.83,109.23,107.01,107.44,1,5.2601310397236345,1,1,0,0,0
