security,sector,industry,final_cluster,trade_volume_bin,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
COLM,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,1. p999999_trade_value,14500.0,14500.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
COLM,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,6. p95_trade_value,12505.0,12505.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,2.0,2.0,1.0
COLM,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,8. p75_trade_value,12249.999999999998,5670.0,3.0,4.0,0.75,0.75,1. ABOVE BASELINE,5.0,6.0,0.8333333333333334
CROX,Consumer Discretionary,Textile - Apparel,35__1,35,1.0,1. p999999_trade_value,2082240.0000000002,2082240.0000000002,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
CROX,Consumer Discretionary,Textile - Apparel,35__1,35,1.0,4. p999_trade_value,1898753.0000000002,960000.0,2.0,2.0,1.0,0.75,1. ABOVE BASELINE,3.0,3.0,1.0
CROX,Consumer Discretionary,Textile - Apparel,35__1,35,1.0,5. p99_trade_value,675000.0,85250.0,11.0,25.0,0.44,0.75,2. BELOW BASELINE,14.0,28.0,0.5
CROX,Consumer Discretionary,Textile - Apparel,35__1,35,1.0,6. p95_trade_value,80960.0,25000.0,46.0,112.0,0.4107142857142857,0.75,2. BELOW BASELINE,60.0,140.0,0.42857142857142855
CROX,Consumer Discretionary,Textile - Apparel,35__1,35,1.0,7. p90_trade_value,24750.0,14960.000000000002,71.0,142.0,0.5,0.75,2. BELOW BASELINE,131.0,282.0,0.4645390070921986
CROX,Consumer Discretionary,Textile - Apparel,35__1,35,1.0,8. p75_trade_value,14900.0,7734.999999999999,206.0,418.0,0.49282296650717705,0.75,2. BELOW BASELINE,337.0,700.0,0.48142857142857143
GES,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,1. p999999_trade_value,28000.0,28000.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
GES,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,6. p95_trade_value,23760.000000000004,16625.0,1.0,2.0,0.5,0.75,2. BELOW BASELINE,1.0,3.0,0.3333333333333333
GES,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,7. p90_trade_value,16425.0,15030.000000000002,2.0,3.0,0.6666666666666666,0.75,2. BELOW BASELINE,3.0,6.0,0.5
GES,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,8. p75_trade_value,13500.0,7920.0,5.0,8.0,0.625,0.75,2. BELOW BASELINE,8.0,14.0,0.5714285714285714
GIII,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,1. p999999_trade_value,25479.0,25479.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
GIII,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,6. p95_trade_value,14000.0,14000.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,2.0,2.0,1.0
GIII,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,7. p90_trade_value,8900.0,8900.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,3.0,3.0,1.0
GIII,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,8. p75_trade_value,8000.0,7625.0,0.0,4.0,0.0,0.75,2. BELOW BASELINE,3.0,7.0,0.42857142857142855
GIL,Consumer Discretionary,Textile - Apparel,10__0,10,0.0,1. p999999_trade_value,14950.0,14950.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
GIL,Consumer Discretionary,Textile - Apparel,10__0,10,0.0,8. p75_trade_value,3840.0000000000005,3840.0000000000005,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,2.0,2.0,1.0
HBI,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,1. p999999_trade_value,43824.0,43824.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
HBI,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,6. p95_trade_value,39900.0,39900.0,1.0,1.0,1.0,0.75,2. BELOW BASELINE,1.0,2.0,0.5
HBI,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,7. p90_trade_value,17925.0,15000.0,1.0,2.0,0.5,0.75,2. BELOW BASELINE,2.0,4.0,0.5
HBI,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,8. p75_trade_value,10080.0,6350.0,2.0,5.0,0.4,0.75,2. BELOW BASELINE,4.0,9.0,0.4444444444444444
KTB,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,1. p999999_trade_value,72500.0,72500.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
KTB,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,6. p95_trade_value,15150.0,15150.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,2.0,0.0
KTB,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,7. p90_trade_value,12000.0,12000.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,3.0,0.0
KTB,Consumer Discretionary,Textile - Apparel,15__0,15,0.0,8. p75_trade_value,10000.0,9490.0,3.0,3.0,1.0,0.75,2. BELOW BASELINE,3.0,6.0,0.5
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,1. p999999_trade_value,2255700.0,2255700.0,1.0,1.0,1.0,0.75,2. BELOW BASELINE,1.0,1.0,1.0
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,3. p9999_trade_value,1816959.9999999998,855000.0,1.0,2.0,0.5,0.75,2. BELOW BASELINE,2.0,3.0,0.6666666666666666
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,4. p999_trade_value,846690.0,199800.0,16.0,23.0,0.6956521739130435,0.75,2. BELOW BASELINE,18.0,26.0,0.6923076923076923
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,5. p99_trade_value,198800.0,67200.0,138.0,229.0,0.6026200873362445,0.75,2. BELOW BASELINE,156.0,255.0,0.611764705882353
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,6. p95_trade_value,66800.0,25635.000000000004,550.0,1017.0,0.5408062930186824,0.75,2. BELOW BASELINE,706.0,1272.0,0.5550314465408805
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,7. p90_trade_value,25620.0,16702.0,718.0,1272.0,0.5644654088050315,0.75,2. BELOW BASELINE,1424.0,2544.0,0.559748427672956
LULU,Consumer Discretionary,Textile - Apparel,45__1,45,1.0,8. p75_trade_value,16700.0,8772.0,2140.0,3815.0,0.5609436435124509,0.75,2. BELOW BASELINE,3564.0,6359.0,0.5604654819940242
MHK,Consumer Discretionary,Textile - Home Furnishing,20__0,20,0.0,1. p999999_trade_value,210000.0,210000.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
MHK,Consumer Discretionary,Textile - Home Furnishing,20__0,20,0.0,5. p99_trade_value,162250.00000000003,162250.00000000003,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,2.0,0.0
MHK,Consumer Discretionary,Textile - Home Furnishing,20__0,20,0.0,6. p95_trade_value,62400.0,21714.0,6.0,6.0,1.0,0.75,2. BELOW BASELINE,6.0,8.0,0.75
MHK,Consumer Discretionary,Textile - Home Furnishing,20__0,20,0.0,7. p90_trade_value,21021.0,11025.000000000002,5.0,8.0,0.625,0.75,2. BELOW BASELINE,11.0,16.0,0.6875
MHK,Consumer Discretionary,Textile - Home Furnishing,20__0,20,0.0,8. p75_trade_value,10980.0,7200.0,9.0,24.0,0.375,0.75,2. BELOW BASELINE,20.0,40.0,0.5
OXM,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,1. p999999_trade_value,51480.00000000001,51480.00000000001,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
OXM,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,6. p95_trade_value,44000.00000000001,25740.000000000004,4.0,4.0,1.0,0.75,1. ABOVE BASELINE,5.0,5.0,1.0
OXM,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,7. p90_trade_value,25520.0,15600.0,2.0,4.0,0.5,0.75,2. BELOW BASELINE,7.0,9.0,0.7777777777777778
OXM,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,8. p75_trade_value,13800.0,9245.0,9.0,12.0,0.75,0.75,2. BELOW BASELINE,16.0,21.0,0.7619047619047619
PVH,Consumer Discretionary,Textile - Apparel,30__2,30,2.0,1. p999999_trade_value,280000.0,280000.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
PVH,Consumer Discretionary,Textile - Apparel,30__2,30,2.0,5. p99_trade_value,255000.0,56279.99999999999,0.0,5.0,0.0,0.75,2. BELOW BASELINE,0.0,6.0,0.0
PVH,Consumer Discretionary,Textile - Apparel,30__2,30,2.0,6. p95_trade_value,47500.0,22650.0,11.0,23.0,0.4782608695652174,0.75,2. BELOW BASELINE,11.0,29.0,0.3793103448275862
PVH,Consumer Discretionary,Textile - Apparel,30__2,30,2.0,7. p90_trade_value,22500.0,16100.0,8.0,29.0,0.27586206896551724,0.75,2. BELOW BASELINE,19.0,58.0,0.3275862068965517
PVH,Consumer Discretionary,Textile - Apparel,30__2,30,2.0,8. p75_trade_value,16000.0,8710.0,31.0,85.0,0.36470588235294116,0.75,2. BELOW BASELINE,50.0,143.0,0.34965034965034963
RL,Consumer Discretionary,Textile - Apparel,25__0,25,0.0,1. p999999_trade_value,328860.0,328860.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
RL,Consumer Discretionary,Textile - Apparel,25__0,25,0.0,5. p99_trade_value,287280.0,194832.0,2.0,5.0,0.4,0.75,2. BELOW BASELINE,3.0,6.0,0.5
RL,Consumer Discretionary,Textile - Apparel,25__0,25,0.0,6. p95_trade_value,165667.99999999997,53550.0,10.0,20.0,0.5,0.75,2. BELOW BASELINE,13.0,26.0,0.5
RL,Consumer Discretionary,Textile - Apparel,25__0,25,0.0,7. p90_trade_value,53300.0,18450.0,13.0,26.0,0.5,0.75,2. BELOW BASELINE,26.0,52.0,0.5
RL,Consumer Discretionary,Textile - Apparel,25__0,25,0.0,8. p75_trade_value,18210.000000000004,10030.000000000002,34.0,77.0,0.44155844155844154,0.75,2. BELOW BASELINE,60.0,129.0,0.46511627906976744
RVLV,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,1. p999999_trade_value,54000.0,54000.0,0.0,1.0,0.0,0.75,2. BELOW BASELINE,0.0,1.0,0.0
RVLV,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,6. p95_trade_value,47500.0,17685.000000000004,4.0,4.0,1.0,0.75,2. BELOW BASELINE,4.0,5.0,0.8
RVLV,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,7. p90_trade_value,15875.0,13500.0,6.0,6.0,1.0,0.75,2. BELOW BASELINE,10.0,11.0,0.9090909090909091
RVLV,Consumer Discretionary,Textile - Apparel,20__0,20,0.0,8. p75_trade_value,13000.0,12500.0,12.0,12.0,1.0,0.75,2. BELOW BASELINE,22.0,23.0,0.9565217391304348
TILE,Consumer Discretionary,Textile - Home Furnishing,0__2,0,2.0,1. p999999_trade_value,4000.0,4000.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
UA,Consumer Discretionary,Textile - Apparel,5__0,5,0.0,1. p999999_trade_value,8700.0,8700.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
UAA,Consumer Discretionary,Textile - Apparel,20__2,20,2.0,1. p999999_trade_value,260050.0,260050.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
UAA,Consumer Discretionary,Textile - Apparel,20__2,20,2.0,6. p95_trade_value,175000.0,60952.0,2.0,2.0,1.0,0.75,1. ABOVE BASELINE,3.0,3.0,1.0
UAA,Consumer Discretionary,Textile - Apparel,20__2,20,2.0,7. p90_trade_value,50000.0,40000.0,2.0,3.0,0.6666666666666666,0.75,2. BELOW BASELINE,5.0,6.0,0.8333333333333334
UAA,Consumer Discretionary,Textile - Apparel,20__2,20,2.0,8. p75_trade_value,28900.0,9400.0,3.0,9.0,0.3333333333333333,0.75,2. BELOW BASELINE,8.0,15.0,0.5333333333333333
VFC,Consumer Discretionary,Textile - Apparel,30__1,30,1.0,1. p999999_trade_value,1010000.0,1010000.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,1.0,1.0,1.0
VFC,Consumer Discretionary,Textile - Apparel,30__1,30,1.0,4. p999_trade_value,1005400.0,1005400.0,1.0,1.0,1.0,0.75,1. ABOVE BASELINE,2.0,2.0,1.0
VFC,Consumer Discretionary,Textile - Apparel,30__1,30,1.0,5. p99_trade_value,832500.0,277992.0,9.0,14.0,0.6428571428571429,0.75,2. BELOW BASELINE,11.0,16.0,0.6875
VFC,Consumer Discretionary,Textile - Apparel,30__1,30,1.0,6. p95_trade_value,277500.0,62000.0,34.0,62.0,0.5483870967741935,0.75,2. BELOW BASELINE,45.0,78.0,0.5769230769230769
VFC,Consumer Discretionary,Textile - Apparel,30__1,30,1.0,7. p90_trade_value,60755.99999999999,23335.0,47.0,78.0,0.6025641025641025,0.75,2. BELOW BASELINE,92.0,156.0,0.5897435897435898
VFC,Consumer Discretionary,Textile - Apparel,30__1,30,1.0,8. p75_trade_value,23000.0,9300.0,149.0,235.0,0.6340425531914894,0.75,2. BELOW BASELINE,241.0,391.0,0.6163682864450127
